fk_id_policy_info,fk_id_crp,fk_id_pol_inv_typ,fk_id_smo_org_types,fk_id_stage_processes,fk_id_stg_maturity,fk_id_geo_scopes,fk_id_phases,fk_id_location,fk_id_srf,fk_id_cci,fk_id_ext_partner,fk_id_policy_owner,fk_id_sdg,"fk_id_oics"
114,2,1,0,1,0,3,20,72,22,0,0,0,92,"0"
102,1,3,0,1,0,4,3,188,0,2,0,0,94,"0"
116,2,1,0,1,0,2,20,299,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,118,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,155,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,136,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,262,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,67,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,72,0,2,0,0,94,"0"
117,2,3,0,1,0,3,20,85,0,2,0,0,94,"0"
118,2,1,0,1,0,1,20,87,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,139,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,189,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,249,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,274,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,37,0,2,0,0,94,"0"
119,2,3,0,1,0,3,20,93,0,2,0,0,94,"0"
120,2,1,0,1,0,4,20,183,0,2,0,0,94,"0"
121,2,1,0,1,0,1,20,87,0,2,0,0,94,"0"
102,1,3,0,1,0,4,3,188,0,2,0,0,95,"0"
116,2,1,0,1,0,2,20,299,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,118,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,155,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,136,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,262,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,67,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,72,0,2,0,0,95,"0"
117,2,3,0,1,0,3,20,85,0,2,0,0,95,"0"
118,2,1,0,1,0,1,20,87,0,2,0,0,95,"0"
119,2,3,0,1,0,3,20,139,0,2,0,0,95,"0"
119,2,3,0,1,0,3,20,189,0,2,0,0,95,"0"
119,2,3,0,1,0,3,20,249,0,2,0,0,95,"0"
119,2,3,0,1,0,3,20,274,0,2,0,0,95,"0"
119,2,3,0,1,0,3,20,37,0,2,0,0,95,"0"
