fk_id_srf_target,fk_id_phases,fk_id_crp,fk_id_location,fk_id_sdg,fk_id_srf_cases_links,fk_id_srf_cases_info
1,213,17,248,1,3,26
1,213,17,248,24,3,26
1,213,17,248,61,3,26
1,213,17,248,84,3,26
1,213,17,248,96,3,26
1,213,17,248,1,4,26
1,213,17,248,24,4,26
1,213,17,248,61,4,26
1,213,17,248,84,4,26
1,213,17,248,96,4,26
1,213,17,248,1,5,26
1,213,17,248,24,5,26
1,213,17,248,61,5,26
1,213,17,248,84,5,26
1,213,17,248,96,5,26
1,213,17,248,1,6,26
1,213,17,248,24,6,26
1,213,17,248,61,6,26
1,213,17,248,84,6,26
1,213,17,248,96,6,26
1,213,17,248,1,7,26
1,213,17,248,24,7,26
1,213,17,248,61,7,26
1,213,17,248,84,7,26
1,213,17,248,96,7,26
1,213,17,248,1,8,26
1,213,17,248,24,8,26
1,213,17,248,61,8,26
1,213,17,248,84,8,26
1,213,17,248,96,8,26
1,213,17,155,1,2,26
1,213,17,155,24,2,26
1,213,17,155,61,2,26
1,213,17,155,84,2,26
1,213,17,155,96,2,26
1,213,17,155,1,3,26
1,213,17,155,24,3,26
1,213,17,155,61,3,26
1,213,17,155,84,3,26
1,213,17,155,96,3,26
1,213,17,155,1,4,26
1,213,17,155,24,4,26
1,213,17,155,61,4,26
1,213,17,155,84,4,26
1,213,17,155,96,4,26
1,213,17,155,1,5,26
1,213,17,155,24,5,26
1,213,17,155,61,5,26
1,213,17,155,84,5,26
1,213,17,155,96,5,26
1,213,17,155,1,6,26
1,213,17,155,24,6,26
1,213,17,155,61,6,26
1,213,17,155,84,6,26
1,213,17,155,96,6,26
1,213,17,155,1,7,26
1,213,17,155,24,7,26
1,213,17,155,61,7,26
1,213,17,155,84,7,26
1,213,17,155,96,7,26
1,213,17,155,1,8,26
1,213,17,155,24,8,26
1,213,17,155,61,8,26
1,213,17,155,84,8,26
1,213,17,155,96,8,26
1,74,5,32,1,0,27
1,74,5,32,24,0,27
1,74,5,32,61,0,27
1,74,5,32,84,0,27
1,74,5,32,96,0,27
1,74,5,146,1,0,27
1,74,5,146,24,0,27
1,74,5,146,61,0,27
1,74,5,146,84,0,27
1,74,5,146,96,0,27
1,74,5,187,1,0,27
1,74,5,187,24,0,27
1,74,5,187,61,0,27
1,74,5,187,84,0,27
1,74,5,187,96,0,27
1,74,5,50,1,0,27
1,74,5,50,24,0,27
1,74,5,50,61,0,27
1,74,5,50,84,0,27
1,74,5,50,96,0,27
1,125,13,269,1,14,28
1,125,13,269,24,14,28
1,125,13,269,61,14,28
1,125,13,269,84,14,28
1,125,13,269,96,14,28
1,125,13,247,1,14,28
1,125,13,247,24,14,28
1,125,13,247,61,14,28
1,125,13,247,84,14,28
1,125,13,247,96,14,28
1,125,13,39,1,14,28
1,125,13,39,24,14,28
1,125,13,39,61,14,28
1,125,13,39,84,14,28
1,125,13,39,96,14,28
1,125,13,124,1,14,28
1,125,13,124,24,14,28
1,125,13,124,61,14,28
1,125,13,124,84,14,28
1,125,13,124,96,14,28
1,125,13,155,1,14,28
1,125,13,155,24,14,28
1,125,13,155,61,14,28
1,125,13,155,84,14,28
1,125,13,155,96,14,28
1,125,13,201,1,14,28
1,125,13,201,24,14,28
1,125,13,201,61,14,28
1,125,13,201,84,14,28
1,125,13,201,96,14,28
1,125,13,106,1,14,28
1,125,13,106,24,14,28
1,125,13,106,61,14,28
1,125,13,106,84,14,28
1,125,13,106,96,14,28
1,125,13,47,1,14,28
1,125,13,47,24,14,28
1,125,13,47,61,14,28
1,125,13,47,84,14,28
1,125,13,47,96,14,28
1,125,13,105,1,14,28
1,125,13,105,24,14,28
1,125,13,105,61,14,28
1,125,13,105,84,14,28
1,125,13,105,96,14,28
1,125,13,47,1,49,29
1,125,13,47,24,49,29
1,125,13,47,61,49,29
1,125,13,47,84,49,29
1,125,13,47,96,49,29
1,125,13,105,1,49,29
1,125,13,105,24,49,29
1,125,13,105,61,49,29
1,125,13,105,84,49,29
1,125,13,105,96,49,29
1,125,13,183,1,49,29
1,125,13,183,24,49,29
1,125,13,183,61,49,29
1,125,13,183,84,49,29
1,125,13,183,96,49,29
1,125,13,47,1,50,30
1,125,13,47,24,50,30
1,125,13,47,61,50,30
1,125,13,47,84,50,30
1,125,13,47,96,50,30
1,125,13,105,1,50,30
1,125,13,105,24,50,30
1,125,13,105,61,50,30
1,125,13,105,84,50,30
1,125,13,105,96,50,30
1,125,13,106,1,50,30
1,125,13,106,24,50,30
1,125,13,106,61,50,30
1,125,13,106,84,50,30
1,125,13,106,96,50,30
1,125,13,183,1,50,30
1,125,13,183,24,50,30
1,125,13,183,61,50,30
1,125,13,183,84,50,30
1,125,13,183,96,50,30
1,125,13,198,1,50,30
1,125,13,198,24,50,30
1,125,13,198,61,50,30
1,125,13,198,84,50,30
1,125,13,198,96,50,30
1,125,13,201,1,50,30
1,125,13,201,24,50,30
1,125,13,201,61,50,30
1,125,13,201,84,50,30
1,125,13,201,96,50,30
1,125,13,269,1,50,30
1,125,13,269,24,50,30
1,125,13,269,61,50,30
1,125,13,269,84,50,30
1,125,13,269,96,50,30
2,230,18,105,1,24,31
2,230,18,105,24,24,31
2,230,18,105,47,24,31
2,230,18,105,54,24,31
2,230,18,105,59,24,31
2,230,18,105,96,24,31
2,159,16,72,1,19,32
2,159,16,72,24,19,32
2,159,16,72,47,19,32
2,159,16,72,54,19,32
2,159,16,72,59,19,32
2,159,16,72,96,19,32
2,159,16,72,1,20,33
2,159,16,72,24,20,33
2,159,16,72,47,20,33
2,159,16,72,54,20,33
2,159,16,72,59,20,33
2,159,16,72,96,20,33
2,159,16,189,1,47,34
2,159,16,189,24,47,34
2,159,16,189,47,47,34
2,159,16,189,54,47,34
2,159,16,189,59,47,34
2,159,16,189,96,47,34
2,159,16,189,1,48,34
2,159,16,189,24,48,34
2,159,16,189,47,48,34
2,159,16,189,54,48,34
2,159,16,189,59,48,34
2,159,16,189,96,48,34
2,125,13,189,1,15,35
2,125,13,189,24,15,35
2,125,13,189,47,15,35
2,125,13,189,54,15,35
2,125,13,189,59,15,35
2,125,13,189,96,15,35
3,213,17,19,1,22,36
3,213,17,19,24,22,36
3,213,17,19,61,22,36
3,213,17,19,96,22,36
3,230,18,105,1,18,37
3,230,18,105,24,18,37
3,230,18,105,61,18,37
3,230,18,105,96,18,37
3,230,18,106,1,18,37
3,230,18,106,24,18,37
3,230,18,106,61,18,37
3,230,18,106,96,18,37
3,142,15,0,1,21,38
3,142,15,0,24,21,38
3,142,15,0,61,21,38
3,142,15,0,96,21,38
