fk_id_srf_target,fk_id_phases,fk_id_crp,fk_id_location,fk_id_sdg,fk_id_srf_cases_links,fk_id_srf_cases_info
3,142,15,41,1,51,39
3,142,15,41,24,51,39
3,142,15,41,61,51,39
3,142,15,41,96,51,39
3,142,15,263,1,51,39
3,142,15,263,24,51,39
3,142,15,263,61,51,39
3,142,15,263,96,51,39
3,142,15,146,1,51,39
3,142,15,146,24,51,39
3,142,15,146,61,51,39
3,142,15,146,96,51,39
3,142,15,50,1,51,39
3,142,15,50,24,51,39
3,142,15,50,61,51,39
3,142,15,50,96,51,39
3,142,15,66,1,51,39
3,142,15,66,24,51,39
3,142,15,66,61,51,39
3,142,15,66,96,51,39
3,142,15,200,1,51,39
3,142,15,200,24,51,39
3,142,15,200,61,51,39
3,142,15,200,96,51,39
3,142,15,27,1,51,39
3,142,15,27,24,51,39
3,142,15,27,61,51,39
3,142,15,27,96,51,39
3,142,15,32,1,51,39
3,142,15,32,24,51,39
3,142,15,32,61,51,39
3,142,15,32,96,51,39
3,142,15,199,1,51,39
3,142,15,199,24,51,39
3,142,15,199,61,51,39
3,142,15,199,96,51,39
3,142,15,265,1,51,39
3,142,15,265,24,51,39
3,142,15,265,61,51,39
3,142,15,265,96,51,39
3,142,15,46,1,51,39
3,142,15,46,24,51,39
3,142,15,46,61,51,39
3,142,15,46,96,51,39
3,142,15,11,1,51,39
3,142,15,11,24,51,39
3,142,15,11,61,51,39
3,142,15,11,96,51,39
3,142,15,232,1,51,39
3,142,15,232,24,51,39
3,142,15,232,61,51,39
3,142,15,232,96,51,39
3,142,15,127,1,51,39
3,142,15,127,24,51,39
3,142,15,127,61,51,39
3,142,15,127,96,51,39
3,142,15,30,1,51,39
3,142,15,30,24,51,39
3,142,15,30,61,51,39
3,142,15,30,96,51,39
3,142,15,154,1,51,39
3,142,15,154,24,51,39
3,142,15,154,61,51,39
3,142,15,154,96,51,39
3,142,15,275,1,51,39
3,142,15,275,24,51,39
3,142,15,275,61,51,39
3,142,15,275,96,51,39
3,142,15,262,1,51,39
3,142,15,262,24,51,39
3,142,15,262,61,51,39
3,142,15,262,96,51,39
3,142,15,136,1,51,39
3,142,15,136,24,51,39
3,142,15,136,61,51,39
3,142,15,136,96,51,39
3,142,15,274,1,51,39
3,142,15,274,24,51,39
3,142,15,274,61,51,39
3,142,15,274,96,51,39
3,142,15,118,1,51,39
3,142,15,118,24,51,39
3,142,15,118,61,51,39
3,142,15,118,96,51,39
3,142,15,231,1,51,39
3,142,15,231,24,51,39
3,142,15,231,61,51,39
3,142,15,231,96,51,39
3,142,15,72,1,51,39
3,142,15,72,24,51,39
3,142,15,72,61,51,39
3,142,15,72,96,51,39
3,142,15,70,1,51,39
3,142,15,70,24,51,39
3,142,15,70,61,51,39
3,142,15,70,96,51,39
3,142,15,238,1,51,39
3,142,15,238,24,51,39
3,142,15,238,61,51,39
3,142,15,238,96,51,39
3,142,15,67,1,51,39
3,142,15,67,24,51,39
3,142,15,67,61,51,39
3,142,15,67,96,51,39
3,142,15,153,1,51,39
3,142,15,153,24,51,39
3,142,15,153,61,51,39
3,142,15,153,96,51,39
3,142,15,4,1,51,39
3,142,15,4,24,51,39
3,142,15,4,61,51,39
3,142,15,4,96,51,39
3,142,15,253,1,51,39
3,142,15,253,24,51,39
3,142,15,253,61,51,39
3,142,15,253,96,51,39
3,142,15,235,1,51,39
3,142,15,235,24,51,39
3,142,15,235,61,51,39
3,142,15,235,96,51,39
3,142,15,77,1,51,39
3,142,15,77,24,51,39
3,142,15,77,61,51,39
3,142,15,77,96,51,39
3,142,15,203,1,51,39
3,142,15,203,24,51,39
3,142,15,203,61,51,39
3,142,15,203,96,51,39
3,142,15,59,1,51,39
3,142,15,59,24,51,39
3,142,15,59,61,51,39
3,142,15,59,96,51,39
3,142,15,259,1,51,39
3,142,15,259,24,51,39
3,142,15,259,61,51,39
3,142,15,259,96,51,39
3,142,15,207,1,51,39
3,142,15,207,24,51,39
3,142,15,207,61,51,39
3,142,15,207,96,51,39
3,142,15,36,1,51,39
3,142,15,36,24,51,39
3,142,15,36,61,51,39
3,142,15,36,96,51,39
3,142,15,103,1,51,39
3,142,15,103,24,51,39
3,142,15,103,61,51,39
3,142,15,103,96,51,39
3,142,15,223,1,51,39
3,142,15,223,24,51,39
3,142,15,223,61,51,39
3,142,15,223,96,51,39
3,142,15,88,1,51,39
3,142,15,88,24,51,39
3,142,15,88,61,51,39
3,142,15,88,96,51,39
3,142,15,254,1,51,39
3,142,15,254,24,51,39
3,142,15,254,61,51,39
3,142,15,254,96,51,39
3,142,15,244,1,51,39
3,142,15,244,24,51,39
3,142,15,244,61,51,39
3,142,15,244,96,51,39
3,142,15,107,1,51,39
3,142,15,107,24,51,39
3,142,15,107,61,51,39
3,142,15,107,96,51,39
3,142,15,109,1,51,39
3,142,15,109,24,51,39
3,142,15,109,61,51,39
3,142,15,109,96,51,39
3,142,15,1,1,51,39
3,142,15,1,24,51,39
3,142,15,1,61,51,39
3,142,15,1,96,51,39
3,142,15,195,1,51,39
3,142,15,195,24,51,39
3,142,15,195,61,51,39
3,142,15,195,96,51,39
3,142,15,16,1,51,39
3,142,15,16,24,51,39
3,142,15,16,61,51,39
3,142,15,16,96,51,39
3,142,15,155,1,51,39
3,142,15,155,24,51,39
3,142,15,155,61,51,39
3,142,15,155,96,51,39
3,142,15,247,1,51,39
3,142,15,247,24,51,39
3,142,15,247,61,51,39
3,142,15,247,96,51,39
3,142,15,19,1,51,39
3,142,15,19,24,51,39
3,142,15,19,61,51,39
3,142,15,19,96,51,39
3,142,15,183,1,51,39
3,142,15,183,24,51,39
3,142,15,183,61,51,39
3,142,15,183,96,51,39
3,142,15,47,1,51,39
3,142,15,47,24,51,39
3,142,15,47,61,51,39
3,142,15,47,96,51,39
3,142,15,117,1,51,39
3,142,15,117,24,51,39
3,142,15,117,61,51,39
3,142,15,117,96,51,39
3,142,15,266,1,51,39
3,142,15,266,24,51,39
3,142,15,266,61,51,39
3,142,15,266,96,51,39
3,142,15,123,1,51,39
3,142,15,123,24,51,39
3,142,15,123,61,51,39
3,142,15,123,96,51,39
3,142,15,246,1,51,39
3,142,15,246,24,51,39
3,142,15,246,61,51,39
3,142,15,246,96,51,39
3,142,15,255,1,51,39
3,142,15,255,24,51,39
3,142,15,255,61,51,39
3,142,15,255,96,51,39
3,142,15,150,1,51,39
3,142,15,150,24,51,39
3,142,15,150,61,51,39
3,142,15,150,96,51,39
3,142,15,208,1,51,39
3,142,15,208,24,51,39
3,142,15,208,61,51,39
3,142,15,208,96,51,39
5,57,4,0,24,1,40
5,57,4,0,47,1,40
5,57,4,0,61,1,40
5,57,4,0,96,1,40
7,213,17,19,24,23,41
7,213,17,19,47,23,41
7,213,17,19,49,23,41
7,213,17,19,61,23,41
7,213,17,19,84,23,41
7,213,17,19,88,23,41
7,213,17,19,96,23,41
7,159,16,195,24,16,42
7,159,16,195,47,16,42
7,159,16,195,49,16,42
7,159,16,195,61,16,42
7,159,16,195,84,16,42
7,159,16,195,88,16,42
7,159,16,195,96,16,42
7,142,15,0,24,17,43
7,142,15,0,47,17,43
7,142,15,0,49,17,43
7,142,15,0,61,17,43
7,142,15,0,84,17,43
7,142,15,0,88,17,43
7,142,15,0,96,17,43
