fk_id_innovation_info,fk_id_ext_partner,"role"
981,195,"Contibutor"
981,202,"Contibutor"
981,960,"Contibutor"
981,568,"Contibutor"
1418,1561,"Contibutor"
1418,694,"Contibutor"
1418,112,"Contibutor"
1419,112,"Contibutor"
1419,534,"Contibutor"
1420,674,"Contibutor"
1420,534,"Contibutor"
1420,563,"Contibutor"
1420,297,"Contibutor"
1420,487,"Contibutor"
1421,107,"Contibutor"
1421,945,"Leader"
1422,528,"Contibutor"
1422,4517,"Contibutor"
1422,1122,"Contibutor"
1422,2730,"Contibutor"
1422,292,"Contibutor"
1422,105,"Leader"
1423,994,"Contibutor"
1423,1923,"Contibutor"
1423,105,"Leader"
1424,1676,"Contibutor"
1424,111,"Leader"
1425,110,"Contibutor"
1425,945,"Contibutor"
1425,1669,"Contibutor"
1425,111,"Leader"
1618,110,"Contibutor"
1618,945,"Contibutor"
1618,1669,"Contibutor"
1618,111,"Leader"
1426,111,"Leader"
1427,111,"Leader"
1428,111,"Contibutor"
1428,1101,"Contibutor"
1429,481,"Contibutor"
1429,111,"Leader"
1430,105,"Contibutor"
1430,1736,"Leader"
1431,739,"Contibutor"
1431,1764,"Contibutor"
1431,106,"Leader"
1619,739,"Contibutor"
1619,1764,"Contibutor"
1619,105,"Contibutor"
1619,107,"Leader"
1432,106,"Contibutor"
1432,111,"Leader"
1620,113,"Contibutor"
1620,111,"Leader"
1433,105,"Contibutor"
1433,1903,"Contibutor"
1434,105,"Contibutor"
1434,111,"Contibutor"
1434,1859,"Contibutor"
1434,4551,"Contibutor"
1434,1195,"Contibutor"
1434,107,"Leader"
1435,803,"Contibutor"
1435,10,"Contibutor"
1435,4142,"Contibutor"
1435,2109,"Contibutor"
1435,111,"Leader"
1436,107,"Contibutor"
1436,106,"Contibutor"
1436,105,"Contibutor"
1436,1661,"Contibutor"
1436,111,"Leader"
1621,107,"Contibutor"
1621,106,"Contibutor"
1621,105,"Contibutor"
1621,1661,"Contibutor"
1621,111,"Leader"
1437,960,"Contibutor"
1437,2245,"Contibutor"
1437,111,"Leader"
1438,803,"Contibutor"
1438,111,"Leader"
1439,107,"Contibutor"
1439,106,"Contibutor"
1439,1725,"Contibutor"
1622,107,"Contibutor"
1622,106,"Contibutor"
1622,1725,"Contibutor"
1440,111,"Leader"
1441,107,"Contibutor"
1441,106,"Contibutor"
1441,105,"Contibutor"
1441,111,"Contibutor"
1441,1631,"Leader"
1623,107,"Contibutor"
1623,105,"Contibutor"
1623,111,"Contibutor"
1623,1631,"Leader"
1442,111,"Leader"
1443,105,"Contibutor"
1443,974,"Contibutor"
1444,1734,"Contibutor"
1444,111,"Leader"
1445,196,"Contibutor"
1445,111,"Leader"
1624,196,"Contibutor"
1624,481,"Contibutor"
1624,292,"Contibutor"
1624,1140,"Contibutor"
1624,6797,"Contibutor"
1624,111,"Leader"
1446,105,"Contibutor"
1446,1122,"Contibutor"
1446,4512,"Contibutor"
1625,1122,"Contibutor"
1625,4512,"Contibutor"
1625,105,"Leader"
1447,105,"Contibutor"
1447,693,"Contibutor"
1447,739,"Leader"
1448,1849,"Contibutor"
1448,106,"Leader"
1449,1737,"Contibutor"
1449,1724,"Contibutor"
1449,105,"Leader"
1450,105,"Contibutor"
1450,646,"Contibutor"
1450,945,"Contibutor"
1450,1901,"Contibutor"
1450,4092,"Contibutor"
1450,107,"Leader"
1451,107,"Contibutor"
1451,1666,"Leader"
1452,739,"Contibutor"
1452,1776,"Contibutor"
1452,4507,"Contibutor"
1452,107,"Contibutor"
1626,739,"Contibutor"
1626,1776,"Contibutor"
1626,4507,"Contibutor"
1626,107,"Contibutor"
1626,1776,"Leader"
1453,105,"Contibutor"
1453,4522,"Contibutor"
1454,969,"Contibutor"
1454,2094,"Contibutor"
1454,4181,"Contibutor"
1454,107,"Leader"
1627,969,"Contibutor"
1627,2094,"Contibutor"
1627,4181,"Contibutor"
1627,107,"Leader"
1455,111,"Leader"
1456,105,"Leader"
1628,105,"Leader"
1457,111,"Contibutor"
1457,2094,"Contibutor"
1458,105,"Contibutor"
1458,4169,"Contibutor"
1459,1689,"Contibutor"
1459,1778,"Contibutor"
1459,111,"Leader"
1460,114,"Contibutor"
1460,2647,"Leader"
1461,114,"Contibutor"
1461,1892,"Leader"
1462,65,"Contibutor"
1462,114,"Leader"
1629,65,"Contibutor"
1629,114,"Leader"
1463,808,"Contibutor"
1463,905,"Contibutor"
1463,4143,"Contibutor"
1463,2661,"Contibutor"
1463,114,"Leader"
1464,114,"Contibutor"
1464,1892,"Leader"
1465,90,"Contibutor"
1465,726,"Contibutor"
1465,2326,"Contibutor"
1465,114,"Leader"
1466,79,"Contibutor"
1466,114,"Contibutor"
1466,557,"Contibutor"
1466,4514,"Leader"
1467,4177,"Contibutor"
1467,114,"Leader"
1468,79,"Contibutor"
1468,4597,"Contibutor"
1468,114,"Leader"
1469,114,"Leader"
1630,104,"Contibutor"
1630,279,"Contibutor"
1630,114,"Leader"
1470,4633,"Contibutor"
1470,114,"Leader"
1471,4042,"Contibutor"
1471,4176,"Contibutor"
1471,114,"Leader"
1472,247,"Contibutor"
1472,4176,"Contibutor"
1472,114,"Leader"
1473,646,"Contibutor"
1473,114,"Contibutor"
1473,1651,"Contibutor"
1631,646,"Contibutor"
1631,114,"Contibutor"
1631,1651,"Contibutor"
1474,4599,"Contibutor"
1474,2490,"Contibutor"
1474,1631,"Leader"
1475,116,"Contibutor"
1475,114,"Contibutor"
1475,104,"Contibutor"
1475,279,"Contibutor"
1632,116,"Contibutor"
1632,104,"Contibutor"
1632,356,"Contibutor"
1632,114,"Leader"
1476,4180,"Contibutor"
1476,2657,"Contibutor"
1476,4624,"Contibutor"
1476,114,"Leader"
1633,4180,"Contibutor"
1633,114,"Leader"
1477,114,"Leader"
1478,114,"Contibutor"
1478,4573,"Contibutor"
1478,4526,"Contibutor"
1478,1700,"Leader"
1479,2326,"Contibutor"
1479,2336,"Contibutor"
1479,4635,"Contibutor"
1479,114,"Leader"
1480,114,"Leader"
1634,114,"Leader"
1481,2677,"Contibutor"
1481,114,"Leader"
1482,11,"Contibutor"
1482,4177,"Contibutor"
1482,614,"Contibutor"
1482,114,"Leader"
1483,114,"Contibutor"
1483,4624,"Contibutor"
1483,4624,"Leader"
1484,1957,"Contibutor"
1484,114,"Leader"
1485,114,"Leader"
1635,114,"Leader"
1486,4607,"Contibutor"
1486,114,"Leader"
1487,1631,"Contibutor"
1487,114,"Leader"
1636,1631,"Contibutor"
1636,4599,"Contibutor"
1636,114,"Leader"
1488,114,"Leader"
1489,11,"Contibutor"
1489,545,"Contibutor"
1489,4587,"Contibutor"
1489,114,"Leader"
1490,4042,"Contibutor"
1490,4176,"Contibutor"
1490,114,"Leader"
1491,4549,"Contibutor"
1491,4550,"Contibutor"
1491,4623,"Contibutor"
1491,114,"Leader"
1637,4549,"Contibutor"
1637,4550,"Contibutor"
1637,4623,"Contibutor"
1637,114,"Leader"
1492,11,"Contibutor"
1492,4177,"Contibutor"
1492,614,"Contibutor"
1492,114,"Leader"
1493,238,"Contibutor"
1493,114,"Leader"
1494,674,"Contibutor"
1494,4598,"Contibutor"
1494,114,"Leader"
1495,1855,"Contibutor"
1495,4638,"Contibutor"
1495,114,"Leader"
1548,1748,"Contibutor"
1548,87,"Contibutor"
1548,96,"Contibutor"
1548,697,"Contibutor"
1548,113,"Leader"
1496,4176,"Contibutor"
1496,2127,"Contibutor"
1496,114,"Leader"
1638,4176,"Contibutor"
1638,2127,"Contibutor"
1638,114,"Leader"
1497,2646,"Contibutor"
1497,1698,"Contibutor"
1497,4013,"Contibutor"
1497,2316,"Contibutor"
1497,2647,"Contibutor"
1497,114,"Leader"
1639,1698,"Contibutor"
1639,4013,"Contibutor"
1639,2647,"Contibutor"
1639,114,"Leader"
1498,4180,"Contibutor"
1498,4575,"Contibutor"
1498,305,"Contibutor"
1498,114,"Leader"
1499,1200,"Contibutor"
1499,114,"Leader"
1500,114,"Contibutor"
1500,1878,"Contibutor"
1500,1942,"Contibutor"
1500,1709,"Contibutor"
1500,2677,"Contibutor"
1501,114,"Contibutor"
1501,2672,"Contibutor"
1501,1631,"Leader"
1502,114,"Contibutor"
1502,86,"Contibutor"
1502,279,"Contibutor"
1502,1793,"Contibutor"
1502,2673,"Leader"
1503,90,"Contibutor"
1503,91,"Contibutor"
1503,2652,"Contibutor"
1503,114,"Leader"
1504,646,"Contibutor"
1504,279,"Contibutor"
1504,279,"Contibutor"
1504,114,"Leader"
1640,646,"Contibutor"
1640,279,"Contibutor"
1640,279,"Contibutor"
1640,114,"Leader"
982,1449,"Contibutor"
982,363,"Contibutor"
982,113,"Leader"
1505,951,"Contibutor"
1505,694,"Contibutor"
1505,118,"Leader"
1506,1896,"Contibutor"
1506,118,"Leader"
1507,1883,"Contibutor"
1507,118,"Leader"
1508,118,"Leader"
1509,1761,"Contibutor"
1509,118,"Leader"
1510,979,"Contibutor"
1510,118,"Leader"
1511,974,"Contibutor"
1511,118,"Leader"
1512,974,"Contibutor"
1512,118,"Leader"
1513,974,"Contibutor"
1513,118,"Leader"
1514,994,"Contibutor"
1514,118,"Leader"
1515,1202,"Contibutor"
1515,118,"Leader"
1516,1202,"Contibutor"
1516,118,"Leader"
1517,1202,"Contibutor"
1517,118,"Leader"
1518,1702,"Contibutor"
1518,1879,"Contibutor"
1518,1721,"Contibutor"
1518,951,"Contibutor"
1518,118,"Leader"
1519,1702,"Contibutor"
1519,1879,"Contibutor"
1519,1721,"Contibutor"
1519,951,"Contibutor"
1519,118,"Leader"
1520,1663,"Contibutor"
1520,118,"Leader"
1521,1663,"Contibutor"
1521,118,"Leader"
1522,1663,"Contibutor"
1522,118,"Leader"
1523,1663,"Contibutor"
1523,118,"Leader"
1524,118,"Contibutor"
1524,4517,"Contibutor"
1524,1664,"Contibutor"
1524,2245,"Contibutor"
1524,2250,"Leader"
1525,105,"Leader"
1526,112,"Leader"
1527,112,"Leader"
1528,112,"Leader"
1529,991,"Contibutor"
1529,966,"Contibutor"
1529,2686,"Contibutor"
1529,105,"Leader"
1641,991,"Contibutor"
1641,966,"Contibutor"
1641,5369,"Contibutor"
1641,5943,"Contibutor"
1641,105,"Leader"
1530,118,"Leader"
1642,1694,"Contibutor"
1642,118,"Leader"
1531,118,"Leader"
1532,951,"Contibutor"
1532,118,"Leader"
1533,1202,"Contibutor"
1533,105,"Leader"
1534,118,"Leader"
1535,118,"Leader"
1536,118,"Leader"
1537,118,"Leader"
1538,107,"Leader"
1539,1631,"Contibutor"
1539,107,"Leader"
1540,1032,"Contibutor"
1540,109,"Leader"
1541,1065,"Contibutor"
1541,112,"Leader"
1543,108,"Leader"
1544,2469,"Contibutor"
1544,974,"Contibutor"
1544,1664,"Contibutor"
1544,1903,"Contibutor"
1544,1888,"Contibutor"
1544,110,"Leader"
1545,118,"Contibutor"
1545,945,"Contibutor"
1545,107,"Leader"
1643,556,"Contibutor"
1643,1233,"Contibutor"
1643,93,"Contibutor"
1643,1616,"Contibutor"
1643,104,"Leader"
1644,104,"Leader"
1645,104,"Leader"
1646,28,"Contibutor"
1646,273,"Contibutor"
1646,104,"Leader"
1647,1606,"Contibutor"
1647,104,"Leader"
1648,1018,"Contibutor"
1648,273,"Contibutor"
1648,104,"Leader"
1649,1830,"Contibutor"
1649,68,"Contibutor"
1649,106,"Leader"
1650,108,"Contibutor"
1650,118,"Contibutor"
1650,110,"Contibutor"
1650,104,"Contibutor"
1650,556,"Contibutor"
1650,106,"Leader"
1651,2573,"Leader"
1652,4691,"Contibutor"
1652,1731,"Contibutor"
1652,1830,"Contibutor"
1652,106,"Leader"
1653,1657,"Contibutor"
1653,106,"Contibutor"
1654,1249,"Contibutor"
1654,107,"Contibutor"
1654,4018,"Contibutor"
1654,107,"Leader"
1655,1698,"Contibutor"
1655,114,"Contibutor"
1655,4013,"Contibutor"
1655,4013,"Leader"
1656,2573,"Leader"
1657,108,"Contibutor"
1657,1767,"Leader"
1658,108,"Leader"
1659,106,"Leader"
1660,6250,"Leader"
1661,1830,"Contibutor"
1661,728,"Contibutor"
1661,646,"Contibutor"
1661,1631,"Leader"
1662,113,"Leader"
1663,106,"Contibutor"
1663,1905,"Contibutor"
1663,113,"Leader"
1664,1538,"Contibutor"
1664,2035,"Contibutor"
1664,118,"Contibutor"
1664,1423,"Contibutor"
1664,1425,"Leader"
1665,5940,"Contibutor"
1665,1736,"Leader"
1666,4104,"Contibutor"
1666,650,"Contibutor"
1666,470,"Contibutor"
1666,106,"Leader"
1667,106,"Leader"
1668,1521,"Contibutor"
1668,113,"Contibutor"
1668,65,"Contibutor"
1668,106,"Leader"
1669,1377,"Contibutor"
1669,86,"Contibutor"
1669,113,"Contibutor"
1669,1631,"Contibutor"
1669,79,"Contibutor"
1670,110,"Contibutor"
1670,106,"Leader"
1671,967,"Leader"
1672,2116,"Contibutor"
1672,106,"Leader"
1673,2116,"Contibutor"
1673,106,"Leader"
1674,481,"Contibutor"
1674,109,"Leader"
1675,2116,"Contibutor"
1675,106,"Leader"
1676,967,"Contibutor"
1676,2116,"Contibutor"
1676,106,"Leader"
1677,2116,"Contibutor"
1677,106,"Leader"
983,1092,"Contibutor"
983,110,"Leader"
1678,967,"Contibutor"
1678,106,"Leader"
1679,2116,"Contibutor"
1679,967,"Contibutor"
1679,106,"Leader"
1680,2116,"Contibutor"
1680,106,"Leader"
1681,2116,"Contibutor"
1681,106,"Leader"
1682,2116,"Contibutor"
1682,106,"Leader"
1683,106,"Leader"
1684,4609,"Contibutor"
1684,585,"Contibutor"
1684,106,"Leader"
1685,1915,"Contibutor"
1685,673,"Contibutor"
1685,4076,"Contibutor"
1685,79,"Contibutor"
1685,298,"Contibutor"
1685,113,"Leader"
1686,2188,"Contibutor"
1686,119,"Leader"
1687,2110,"Contibutor"
1687,119,"Leader"
1688,4330,"Contibutor"
1688,119,"Leader"
1689,1128,"Contibutor"
1689,951,"Contibutor"
1689,4240,"Contibutor"
1689,1854,"Contibutor"
1689,119,"Leader"
1690,119,"Leader"
1691,2343,"Contibutor"
1691,399,"Contibutor"
1691,119,"Leader"
1692,2343,"Contibutor"
1692,399,"Contibutor"
1692,119,"Leader"
1693,1972,"Contibutor"
1693,7426,"Contibutor"
1693,1909,"Contibutor"
1693,4426,"Contibutor"
1693,113,"Leader"
1694,6250,"Leader"
1695,6250,"Leader"
1696,6250,"Leader"
1697,727,"Leader"
1698,727,"Leader"
1699,104,"Leader"
1700,739,"Contibutor"
1700,12,"Leader"
1701,803,"Leader"
1702,727,"Leader"
1703,119,"Leader"
1704,951,"Contibutor"
1704,1077,"Contibutor"
1704,2343,"Contibutor"
1704,4586,"Contibutor"
1704,1081,"Contibutor"
1704,119,"Leader"
1705,116,"Contibutor"
1705,966,"Contibutor"
1705,1821,"Contibutor"
1705,109,"Leader"
1706,2188,"Contibutor"
1706,119,"Leader"
1707,2702,"Contibutor"
1707,4006,"Contibutor"
1707,93,"Contibutor"
1707,673,"Contibutor"
1707,106,"Leader"
1709,959,"Contibutor"
1709,1813,"Contibutor"
1709,5664,"Contibutor"
1709,110,"Leader"
1710,104,"Leader"
1711,104,"Contibutor"
1711,4533,"Contibutor"
1711,106,"Contibutor"
1711,693,"Contibutor"
1711,2333,"Contibutor"
1711,1904,"Leader"
1713,563,"Contibutor"
1713,123,"Contibutor"
1713,112,"Leader"
1716,947,"Contibutor"
1716,2582,"Contibutor"
1716,944,"Contibutor"
1716,109,"Leader"
1717,205,"Contibutor"
1717,109,"Leader"
1718,109,"Contibutor"
1718,104,"Contibutor"
1718,959,"Contibutor"
1718,991,"Leader"
1719,109,"Contibutor"
1719,104,"Contibutor"
1719,959,"Contibutor"
1719,991,"Leader"
1720,109,"Contibutor"
1720,2583,"Contibutor"
1720,991,"Leader"
1721,109,"Contibutor"
1721,2583,"Contibutor"
1721,991,"Leader"
1722,739,"Contibutor"
1722,4691,"Contibutor"
1722,109,"Contibutor"
1722,951,"Contibutor"
1722,104,"Leader"
1723,109,"Contibutor"
1723,104,"Contibutor"
1723,109,"Leader"
1724,109,"Contibutor"
1724,109,"Leader"
1725,109,"Contibutor"
1725,380,"Contibutor"
1725,109,"Leader"
1726,2748,"Contibutor"
1726,2716,"Leader"
1727,739,"Leader"
1728,109,"Contibutor"
1728,380,"Contibutor"
1728,109,"Leader"
1729,109,"Contibutor"
1729,109,"Leader"
1730,109,"Contibutor"
1730,109,"Leader"
1731,109,"Contibutor"
1731,109,"Leader"
1732,690,"Leader"
1733,690,"Leader"
1734,690,"Leader"
1735,1024,"Contibutor"
1735,690,"Leader"
1736,690,"Leader"
1737,109,"Contibutor"
1737,106,"Contibutor"
1737,380,"Contibutor"
1737,109,"Leader"
1738,109,"Contibutor"
1738,104,"Contibutor"
1738,106,"Contibutor"
1738,959,"Contibutor"
1738,109,"Leader"
1739,690,"Contibutor"
1739,104,"Contibutor"
1739,109,"Leader"
1740,1024,"Contibutor"
1740,109,"Leader"
1741,109,"Contibutor"
1741,104,"Contibutor"
1741,4228,"Contibutor"
1741,109,"Leader"
1742,1024,"Contibutor"
1742,109,"Leader"
1743,109,"Leader"
1744,1024,"Contibutor"
1744,109,"Contibutor"
1744,1024,"Leader"
1745,1024,"Contibutor"
1745,109,"Leader"
1746,109,"Contibutor"
1746,104,"Contibutor"
1746,4228,"Contibutor"
1746,109,"Leader"
1747,492,"Contibutor"
1747,959,"Contibutor"
1747,110,"Contibutor"
1748,104,"Leader"
1749,110,"Contibutor"
1749,2536,"Contibutor"
1749,1849,"Contibutor"
1749,1695,"Leader"
1750,959,"Contibutor"
1750,110,"Contibutor"
1750,1956,"Contibutor"
1750,1662,"Contibutor"
1751,959,"Contibutor"
1751,110,"Contibutor"
1751,4692,"Contibutor"
1751,5815,"Contibutor"
1752,959,"Contibutor"
1752,5815,"Contibutor"
1752,110,"Contibutor"
1752,954,"Contibutor"
1753,959,"Contibutor"
1753,110,"Contibutor"
1753,5833,"Contibutor"
1754,1018,"Contibutor"
1754,104,"Leader"
1755,5712,"Contibutor"
1755,959,"Contibutor"
1755,110,"Contibutor"
1756,104,"Leader"
1757,2105,"Contibutor"
1757,273,"Contibutor"
1757,104,"Leader"
1758,2089,"Contibutor"
1758,110,"Contibutor"
1758,1788,"Contibutor"
1759,2486,"Contibutor"
1759,959,"Contibutor"
1759,110,"Contibutor"
1760,294,"Contibutor"
1760,104,"Leader"
1761,4231,"Contibutor"
1761,4036,"Contibutor"
1761,2469,"Contibutor"
1761,4643,"Contibutor"
1761,110,"Leader"
1762,110,"Contibutor"
1762,1682,"Contibutor"
1762,1875,"Contibutor"
1763,2469,"Contibutor"
1763,110,"Leader"
1764,1024,"Contibutor"
1764,109,"Leader"
1765,960,"Contibutor"
1765,4034,"Contibutor"
1765,110,"Leader"
1766,119,"Leader"
1767,119,"Leader"
1768,110,"Contibutor"
1768,800,"Contibutor"
1768,119,"Leader"
1769,2248,"Contibutor"
1769,797,"Contibutor"
1769,110,"Leader"
1770,623,"Contibutor"
1770,110,"Leader"
1771,1137,"Contibutor"
1771,292,"Contibutor"
1771,113,"Leader"
1772,7483,"Contibutor"
1772,2674,"Contibutor"
1772,951,"Contibutor"
1772,7449,"Contibutor"
1772,7451,"Contibutor"
1772,116,"Leader"
1773,1766,"Contibutor"
1773,106,"Leader"
1774,106,"Leader"
1775,1766,"Contibutor"
1775,12,"Contibutor"
1775,106,"Leader"
1776,12,"Contibutor"
1776,106,"Leader"
1777,1892,"Contibutor"
1777,110,"Leader"
1778,1892,"Contibutor"
1778,110,"Leader"
1779,1892,"Contibutor"
1779,110,"Leader"
1780,119,"Leader"
1781,119,"Leader"
1782,110,"Leader"
1783,119,"Contibutor"
1783,110,"Leader"
1784,591,"Contibutor"
1784,4274,"Contibutor"
1784,110,"Leader"
1785,119,"Contibutor"
1785,110,"Leader"
1786,110,"Contibutor"
1786,1758,"Leader"
1787,110,"Leader"
1788,1631,"Leader"
1789,12,"Contibutor"
1789,191,"Contibutor"
1790,273,"Contibutor"
1790,1018,"Contibutor"
1790,104,"Leader"
1791,273,"Contibutor"
1791,1018,"Contibutor"
1791,104,"Leader"
1792,273,"Contibutor"
1792,1018,"Contibutor"
1792,104,"Leader"
1793,273,"Contibutor"
1793,1018,"Contibutor"
1793,104,"Leader"
1794,108,"Contibutor"
1794,695,"Contibutor"
1794,107,"Contibutor"
1794,1631,"Contibutor"
1795,108,"Leader"
1796,106,"Leader"
1797,104,"Leader"
1798,104,"Leader"
1799,104,"Leader"
1800,104,"Leader"
1801,1766,"Contibutor"
1801,4691,"Contibutor"
1801,739,"Contibutor"
1801,1852,"Contibutor"
1801,693,"Leader"
1802,966,"Contibutor"
1802,2039,"Contibutor"
1802,1024,"Contibutor"
1802,693,"Contibutor"
1802,109,"Contibutor"
1802,739,"Leader"
1803,105,"Contibutor"
1803,113,"Contibutor"
1803,1631,"Contibutor"
1803,106,"Contibutor"
1803,107,"Contibutor"
1804,579,"Contibutor"
1804,1905,"Contibutor"
1804,1717,"Contibutor"
1804,1645,"Contibutor"
1804,1697,"Contibutor"
1804,106,"Leader"
1805,1631,"Contibutor"
1805,6188,"Contibutor"
1805,107,"Contibutor"
1805,1631,"Leader"
1806,1631,"Contibutor"
1806,1911,"Contibutor"
1806,2289,"Contibutor"
1806,1103,"Contibutor"
1806,1631,"Leader"
1807,1911,"Contibutor"
1807,2289,"Contibutor"
1807,1631,"Leader"
1808,1631,"Contibutor"
1808,107,"Contibutor"
1808,6893,"Contibutor"
1809,1631,"Contibutor"
1809,106,"Contibutor"
1809,113,"Contibutor"
1809,118,"Contibutor"
1809,1631,"Leader"
1810,739,"Leader"
1811,1078,"Contibutor"
1811,104,"Leader"
1812,110,"Leader"
1813,108,"Contibutor"
1813,4138,"Contibutor"
1813,108,"Leader"
1814,113,"Contibutor"
1814,2296,"Contibutor"
1814,1638,"Contibutor"
1814,650,"Contibutor"
1815,108,"Leader"
1816,104,"Leader"
1817,110,"Leader"
1818,110,"Leader"
1819,110,"Leader"
1820,110,"Leader"
1821,110,"Leader"
1822,104,"Leader"
1823,1380,"Contibutor"
1823,1644,"Contibutor"
1823,4788,"Contibutor"
1823,1873,"Contibutor"
1823,113,"Contibutor"
1824,110,"Leader"
1825,110,"Leader"
1826,106,"Contibutor"
1826,110,"Leader"
1827,5889,"Contibutor"
1827,96,"Contibutor"
1827,1631,"Leader"
1828,1644,"Contibutor"
1828,2253,"Contibutor"
1828,113,"Leader"
1829,106,"Contibutor"
1829,113,"Contibutor"
1829,1121,"Contibutor"
1829,1911,"Contibutor"
1829,107,"Contibutor"
1829,1631,"Leader"
1830,2632,"Contibutor"
1830,1805,"Contibutor"
1830,110,"Contibutor"
1830,5451,"Contibutor"
1831,113,"Contibutor"
1831,4740,"Contibutor"
1831,673,"Contibutor"
1831,500,"Contibutor"
1832,113,"Leader"
1833,1697,"Contibutor"
1833,113,"Contibutor"
1833,1841,"Contibutor"
1834,1710,"Contibutor"
1834,657,"Contibutor"
1834,113,"Leader"
1835,79,"Contibutor"
1835,1697,"Contibutor"
1835,113,"Leader"
1836,113,"Contibutor"
1836,1905,"Contibutor"
1836,1449,"Contibutor"
1837,2104,"Contibutor"
1837,110,"Contibutor"
1837,1709,"Contibutor"
1837,582,"Contibutor"
1838,81,"Contibutor"
1838,291,"Contibutor"
1838,257,"Contibutor"
1838,115,"Leader"
1839,106,"Contibutor"
1839,108,"Contibutor"
1839,1905,"Contibutor"
1840,106,"Leader"
1841,1492,"Contibutor"
1841,108,"Contibutor"
1842,105,"Contibutor"
1842,108,"Leader"
1546,1626,"Contibutor"
1546,1619,"Leader"
1843,355,"Contibutor"
1843,79,"Contibutor"
1843,113,"Leader"
1844,4265,"Contibutor"
1844,71,"Contibutor"
1844,108,"Leader"
1845,71,"Contibutor"
1845,72,"Contibutor"
1845,263,"Contibutor"
1845,4099,"Contibutor"
1845,2005,"Contibutor"
1845,108,"Leader"
1846,71,"Contibutor"
1846,72,"Contibutor"
1846,2005,"Contibutor"
1846,108,"Leader"
1847,71,"Contibutor"
1847,72,"Contibutor"
1847,2005,"Contibutor"
1847,108,"Leader"
1848,105,"Contibutor"
1848,108,"Leader"
1849,104,"Contibutor"
1849,104,"Leader"
1850,694,"Contibutor"
1850,108,"Leader"
1851,694,"Contibutor"
1851,108,"Leader"
1852,108,"Leader"
1853,1859,"Contibutor"
1853,113,"Contibutor"
1853,729,"Contibutor"
1853,7211,"Contibutor"
1854,113,"Leader"
1855,113,"Contibutor"
1855,646,"Contibutor"
1855,1631,"Contibutor"
1855,87,"Contibutor"
1856,1661,"Contibutor"
1856,108,"Contibutor"
1856,1813,"Contibutor"
1857,1697,"Contibutor"
1857,113,"Contibutor"
1857,756,"Contibutor"
1858,954,"Contibutor"
1858,486,"Contibutor"
1859,104,"Leader"
1860,104,"Leader"
1861,1913,"Contibutor"
1861,110,"Leader"
1862,104,"Contibutor"
1862,113,"Contibutor"
1862,105,"Contibutor"
1862,119,"Contibutor"
1862,109,"Contibutor"
1862,108,"Leader"
1863,108,"Contibutor"
1863,108,"Leader"
1864,1847,"Contibutor"
1864,105,"Leader"
1865,1870,"Contibutor"
1865,4976,"Contibutor"
1865,105,"Leader"
1866,79,"Contibutor"
1866,113,"Leader"
1867,112,"Contibutor"
1867,1936,"Contibutor"
1867,146,"Contibutor"
1867,581,"Contibutor"
1867,543,"Contibutor"
1868,4800,"Contibutor"
1868,113,"Contibutor"
1868,2346,"Contibutor"
1868,1908,"Contibutor"
1868,7206,"Contibutor"
1869,763,"Contibutor"
1869,113,"Contibutor"
1869,1008,"Contibutor"
1869,79,"Contibutor"
1869,5917,"Contibutor"
1870,1697,"Contibutor"
1870,113,"Contibutor"
1870,1631,"Contibutor"
1870,79,"Contibutor"
1870,1661,"Contibutor"
1871,108,"Contibutor"
1871,4265,"Contibutor"
1871,108,"Leader"
1872,4096,"Contibutor"
1872,973,"Contibutor"
1872,108,"Contibutor"
1873,530,"Contibutor"
1873,113,"Leader"
1874,116,"Contibutor"
1874,113,"Leader"
1875,106,"Contibutor"
1875,1758,"Contibutor"
1875,1734,"Contibutor"
1875,7571,"Contibutor"
1875,7572,"Contibutor"
1875,106,"Leader"
1876,113,"Contibutor"
1876,2055,"Contibutor"
1876,2378,"Contibutor"
1876,2436,"Contibutor"
1876,107,"Leader"
1877,4785,"Contibutor"
1877,6510,"Contibutor"
1877,115,"Leader"
1878,113,"Contibutor"
1878,830,"Contibutor"
1878,87,"Contibutor"
1878,6771,"Contibutor"
1878,107,"Leader"
1879,660,"Contibutor"
1879,110,"Leader"
1880,951,"Contibutor"
1880,108,"Leader"
1881,108,"Leader"
1882,903,"Contibutor"
1882,4239,"Contibutor"
1882,1766,"Contibutor"
1882,126,"Contibutor"
1882,6095,"Contibutor"
1882,115,"Leader"
1883,113,"Contibutor"
1883,281,"Contibutor"
1883,1669,"Contibutor"
1883,1676,"Leader"
1884,789,"Contibutor"
1884,4691,"Contibutor"
1884,2245,"Leader"
1885,789,"Contibutor"
1885,4691,"Contibutor"
1885,2245,"Leader"
1886,789,"Contibutor"
1886,4691,"Contibutor"
1886,2245,"Leader"
1887,481,"Contibutor"
1887,789,"Contibutor"
1887,2245,"Leader"
1888,789,"Contibutor"
1888,105,"Contibutor"
1888,1101,"Leader"
1889,789,"Contibutor"
1889,105,"Contibutor"
1889,1101,"Leader"
1890,789,"Contibutor"
1890,105,"Contibutor"
1890,1101,"Leader"
1891,789,"Contibutor"
1891,105,"Contibutor"
1891,2680,"Leader"
1892,789,"Contibutor"
1892,4691,"Contibutor"
1892,6261,"Contibutor"
1892,2452,"Contibutor"
1892,12,"Leader"
1893,789,"Contibutor"
1893,108,"Contibutor"
1893,6774,"Leader"
1894,789,"Contibutor"
