fk_id_partnership_2018_info,fk_id_partnerships_main_areas,fk_id_flagship,fk_id_ext_partner,fk_id_phases,fk_id_crp
247,2,35,109,111,12
248,4,79,0,233,18
248,1,79,0,233,18
248,2,79,0,233,18
249,1,34,1014,111,12
249,1,34,556,111,12
249,1,34,1031,111,12
249,1,34,2596,111,12
249,1,34,2464,111,12
249,1,34,1018,111,12
249,4,34,1014,111,12
249,4,34,556,111,12
249,4,34,1031,111,12
249,4,34,2596,111,12
249,4,34,2464,111,12
249,4,34,1018,111,12
249,2,34,1014,111,12
249,2,34,556,111,12
249,2,34,1031,111,12
249,2,34,2596,111,12
249,2,34,2464,111,12
249,2,34,1018,111,12
250,4,34,739,111,12
250,2,34,739,111,12
250,1,34,739,111,12
251,1,16,2149,60,4
251,1,16,694,60,4
251,1,16,1611,60,4
251,1,16,1821,60,4
251,1,16,1110,60,4
251,1,16,2020,60,4
252,1,16,2289,60,4
252,1,16,1121,60,4
252,1,16,632,60,4
252,1,16,1911,60,4
253,4,16,1632,60,4
253,4,16,1821,60,4
253,4,16,1676,60,4
253,4,16,2156,60,4
253,4,16,2232,60,4
254,1,16,694,60,4
255,1,16,739,60,4
256,2,31,681,111,12
256,3,31,681,111,12
257,1,31,1904,111,12
258,3,31,646,111,12
258,3,31,653,111,12
258,3,31,2735,111,12
258,3,31,1767,111,12
258,3,31,1709,111,12
258,1,31,646,111,12
258,1,31,653,111,12
258,1,31,2735,111,12
258,1,31,1767,111,12
258,1,31,1709,111,12
259,2,31,678,111,12
260,1,31,1705,111,12
260,6,31,1705,111,12
261,2,32,2729,111,12
261,2,32,279,111,12
262,2,32,1606,111,12
263,3,32,739,111,12
263,2,32,739,111,12
263,1,32,739,111,12
264,1,32,1639,111,12
264,2,32,1639,111,12
265,1,32,947,111,12
266,2,32,690,111,12
266,1,32,690,111,12
267,1,20,2248,60,4
268,4,20,310,60,4
269,1,20,1913,60,4
269,1,20,1644,60,4
269,1,20,2528,60,4
269,1,20,798,60,4
269,1,20,1881,60,4
269,1,20,1689,60,4
269,1,20,4396,60,4
270,1,20,4057,60,4
270,1,20,1758,60,4
270,4,20,4057,60,4
270,4,20,1758,60,4
271,2,33,727,111,12
271,4,33,727,111,12
271,1,33,727,111,12
272,2,33,739,111,12
273,2,33,2616,111,12
273,2,33,1398,111,12
273,2,33,2333,111,12
273,2,33,4195,111,12
273,2,33,1484,111,12
273,1,33,2616,111,12
273,1,33,1398,111,12
273,1,33,2333,111,12
273,1,33,4195,111,12
273,1,33,1484,111,12
273,4,33,2616,111,12
273,4,33,1398,111,12
273,4,33,2333,111,12
273,4,33,4195,111,12
273,4,33,1484,111,12
274,1,35,2333,111,12
275,2,18,2202,60,4
276,1,18,2239,60,4
277,2,18,1620,60,4
277,2,18,1630,60,4
277,2,18,655,60,4
277,2,18,2512,60,4
277,2,18,4431,60,4
278,1,18,1913,60,4
278,1,18,1726,60,4
278,1,18,2028,60,4
278,1,18,2538,60,4
278,1,18,694,60,4
278,1,18,1680,60,4
278,1,18,1638,60,4
278,1,18,2202,60,4
278,1,18,646,60,4
278,1,18,146,60,4
278,1,18,291,60,4
278,1,18,739,60,4
278,1,18,1736,60,4
278,1,18,1661,60,4
278,1,18,4468,60,4
278,1,18,4502,60,4
278,4,18,1913,60,4
278,4,18,1726,60,4
278,4,18,2028,60,4
278,4,18,2538,60,4
278,4,18,694,60,4
278,4,18,1680,60,4
278,4,18,1638,60,4
278,4,18,2202,60,4
278,4,18,646,60,4
278,4,18,146,60,4
278,4,18,291,60,4
278,4,18,739,60,4
278,4,18,1736,60,4
278,4,18,1661,60,4
278,4,18,4468,60,4
278,4,18,4502,60,4
279,1,18,2240,60,4
279,1,18,1661,60,4
279,1,18,721,60,4
280,1,54,1557,199,20
280,1,54,1492,199,20
281,4,19,1180,60,4
281,4,19,4144,60,4
282,1,19,2104,60,4
282,1,19,1878,60,4
283,1,19,1862,60,4
283,1,19,746,60,4
284,4,19,1925,60,4
284,4,19,697,60,4
285,2,19,650,60,4
286,6,17,579,60,4
287,1,17,2514,60,4
288,2,22,2219,77,5
288,3,22,2219,77,5
289,2,22,591,77,5
290,1,22,739,77,5
290,4,22,739,77,5
291,1,22,947,77,5
291,4,22,947,77,5
292,1,22,4072,77,5
292,4,22,4072,77,5
293,2,22,590,77,5
294,1,22,2248,77,5
295,1,52,2118,199,20
296,1,52,163,199,20
297,4,53,2280,199,20
298,4,53,1435,199,20
299,4,53,311,199,20
300,2,53,2632,199,20
301,1,25,739,77,5
301,4,25,739,77,5
302,4,25,646,77,5
302,3,25,646,77,5
303,1,25,1661,77,5
303,2,25,1661,77,5
304,3,25,4276,77,5
305,2,25,638,77,5
306,4,41,1631,145,15
306,1,41,1631,145,15
307,2,22,4274,77,5
308,1,22,4237,77,5
308,4,22,4237,77,5
309,1,17,9,60,4
309,2,17,9,60,4
310,1,17,1380,60,4
311,1,45,697,162,16
312,4,45,867,162,16
312,4,45,1631,162,16
312,1,45,867,162,16
312,1,45,1631,162,16
313,1,41,697,145,15
314,4,49,2742,183,19
314,2,49,2742,183,19
315,2,49,1661,183,19
315,4,49,1661,183,19
315,1,49,1661,183,19
316,4,49,1905,183,19
316,2,49,1905,183,19
316,1,49,1905,183,19
317,2,49,2072,183,19
317,4,49,2072,183,19
318,4,49,2064,183,19
318,2,49,2064,183,19
319,4,4,4039,9,1
319,4,4,93,9,1
319,3,4,4039,9,1
319,3,4,93,9,1
320,4,4,673,9,1
320,2,4,673,9,1
321,1,51,2127,183,19
322,1,51,1521,183,19
322,1,51,2065,183,19
323,1,51,2079,183,19
324,1,51,203,183,19
325,4,50,4053,183,19
325,1,50,4053,183,19
325,3,50,4053,183,19
326,1,50,2648,183,19
327,1,51,1859,183,19
327,1,51,4343,183,19
328,4,50,739,183,19
328,4,50,4297,183,19
329,3,1,650,9,1
330,4,1,4104,9,1
330,2,1,4104,9,1
330,1,1,4104,9,1
331,2,1,1661,9,1
332,3,1,728,9,1
333,2,3,4314,9,1
333,3,3,4314,9,1
334,3,3,673,9,1
335,4,3,1206,9,1
336,2,47,263,162,16
336,2,47,2005,162,16
336,2,47,72,162,16
336,2,47,71,162,16
337,4,47,974,162,16
337,4,47,960,162,16
337,4,47,2283,162,16
337,4,47,2245,162,16
337,4,47,945,162,16
337,4,47,1572,162,16
337,4,47,4170,162,16
337,4,47,1202,162,16
337,4,47,994,162,16
337,4,47,4016,162,16
337,4,47,1484,162,16
337,4,47,1773,162,16
337,4,47,1101,162,16
337,4,47,4187,162,16
337,4,47,1911,162,16
337,4,47,1593,162,16
337,4,47,4145,162,16
337,4,47,4200,162,16
337,4,47,4193,162,16
337,4,47,2263,162,16
337,4,47,481,162,16
337,4,47,4212,162,16
337,4,47,1570,162,16
337,4,47,4213,162,16
337,4,47,1276,162,16
337,4,47,4190,162,16
337,4,47,1456,162,16
337,4,47,975,162,16
337,4,47,4169,162,16
337,4,47,1914,162,16
337,4,47,1546,162,16
337,4,47,1607,162,16
337,4,47,2005,162,16
337,4,47,263,162,16
337,4,47,2197,162,16
337,4,47,71,162,16
338,1,47,2333,162,16
338,1,47,975,162,16
339,1,47,1996,162,16
339,1,47,3,162,16
339,1,47,967,162,16
339,1,47,1431,162,16
339,1,47,975,162,16
339,1,47,973,162,16
339,1,47,1854,162,16
339,1,47,1441,162,16
339,1,47,1535,162,16
339,1,47,557,162,16
339,1,47,2379,162,16
339,1,47,1046,162,16
339,1,47,974,162,16
339,1,47,122,162,16
339,1,47,2125,162,16
339,1,47,2126,162,16
339,1,47,784,162,16
339,1,47,264,162,16
339,1,47,968,162,16
339,1,47,263,162,16
339,1,47,1063,162,16
339,1,47,960,162,16
339,1,47,1457,162,16
339,1,47,286,162,16
339,1,47,1691,162,16
339,1,47,1183,162,16
339,1,47,954,162,16
339,1,47,945,162,16
339,1,47,1184,162,16
339,1,47,2122,162,16
339,1,47,1761,162,16
339,1,47,1472,162,16
339,1,47,429,162,16
339,1,47,2005,162,16
339,1,47,1722,162,16
339,1,47,2124,162,16
339,1,47,1666,162,16
339,1,47,994,162,16
339,1,47,2245,162,16
339,1,47,4145,162,16
340,1,21,1917,77,5
341,1,21,2461,77,5
342,1,21,1788,77,5
342,1,21,1805,77,5
342,1,21,2000,77,5
343,1,21,974,77,5
343,1,21,1888,77,5
343,1,21,2469,77,5
343,1,21,1631,77,5
343,1,21,1401,77,5
343,1,21,2278,77,5
343,4,21,974,77,5
343,4,21,1888,77,5
343,4,21,2469,77,5
343,4,21,1631,77,5
343,4,21,1401,77,5
343,4,21,2278,77,5
344,1,21,959,77,5
344,4,21,959,77,5
345,1,21,2000,77,5
345,1,21,1805,77,5
345,1,21,349,77,5
345,1,21,2469,77,5
345,1,21,4231,77,5
345,1,21,4036,77,5
345,1,21,733,77,5
346,1,56,1859,199,20
346,4,56,1859,199,20
346,2,56,1859,199,20
347,2,21,1065,77,5
347,2,21,800,77,5
347,2,21,799,77,5
347,2,21,429,77,5
347,2,21,2469,77,5
347,2,21,349,77,5
347,1,21,1065,77,5
347,1,21,800,77,5
347,1,21,799,77,5
347,1,21,429,77,5
347,1,21,2469,77,5
347,1,21,349,77,5
348,4,21,971,77,5
348,1,21,971,77,5
349,2,21,2118,77,5
349,1,21,2118,77,5
350,1,21,1061,77,5
351,1,35,1024,111,12
351,1,35,2731,111,12
351,1,35,690,111,12
351,4,35,1024,111,12
351,4,35,2731,111,12
351,4,35,690,111,12
352,1,35,690,111,12
352,1,35,104,111,12
352,1,35,109,111,12
352,1,35,1018,111,12
352,1,35,1078,111,12
352,1,35,2622,111,12
352,1,35,1642,111,12
352,1,35,380,111,12
353,1,21,4393,77,5
354,4,2,68,9,1
355,4,2,673,9,1
355,2,2,673,9,1
355,3,2,673,9,1
356,1,2,650,9,1
356,3,2,650,9,1
356,4,2,650,9,1
357,6,5,1151,26,2
357,6,5,361,26,2
357,6,5,454,26,2
357,6,5,1157,26,2
357,6,5,1104,26,2
357,6,5,2264,26,2
357,6,5,4501,26,2
357,6,5,4118,26,2
357,6,5,4467,26,2
357,6,5,113,26,2
357,3,5,1151,26,2
357,3,5,361,26,2
357,3,5,454,26,2
357,3,5,1157,26,2
357,3,5,1104,26,2
357,3,5,2264,26,2
357,3,5,4501,26,2
357,3,5,4118,26,2
357,3,5,4467,26,2
357,3,5,113,26,2
357,1,5,1151,26,2
357,1,5,361,26,2
357,1,5,454,26,2
357,1,5,1157,26,2
357,1,5,1104,26,2
357,1,5,2264,26,2
357,1,5,4501,26,2
357,1,5,4118,26,2
357,1,5,4467,26,2
357,1,5,113,26,2
358,1,5,195,26,2
358,1,5,778,26,2
358,1,5,457,26,2
358,1,5,694,26,2
358,1,5,1873,26,2
358,1,5,113,26,2
359,2,5,1377,26,2
359,2,5,2065,26,2
359,2,5,349,26,2
359,2,5,2561,26,2
359,2,5,79,26,2
359,2,5,2346,26,2
359,2,5,108,26,2
359,2,5,113,26,2
359,1,5,1377,26,2
359,1,5,2065,26,2
359,1,5,349,26,2
359,1,5,2561,26,2
359,1,5,79,26,2
359,1,5,2346,26,2
359,1,5,108,26,2
359,1,5,113,26,2
360,4,5,255,26,2
360,4,5,203,26,2
360,4,5,59,26,2
360,4,5,954,26,2
360,4,5,945,26,2
360,4,5,1058,26,2
360,4,5,2454,26,2
360,4,5,2560,26,2
360,4,5,1697,26,2
360,4,5,65,26,2
360,4,5,107,26,2
360,4,5,111,26,2
360,4,5,118,26,2
360,4,5,113,26,2
360,4,5,105,26,2
360,3,5,255,26,2
360,3,5,203,26,2
360,3,5,59,26,2
360,3,5,954,26,2
360,3,5,945,26,2
360,3,5,1058,26,2
360,3,5,2454,26,2
360,3,5,2560,26,2
360,3,5,1697,26,2
360,3,5,65,26,2
360,3,5,107,26,2
360,3,5,111,26,2
360,3,5,118,26,2
360,3,5,113,26,2
360,3,5,105,26,2
360,1,5,255,26,2
360,1,5,203,26,2
360,1,5,59,26,2
360,1,5,954,26,2
360,1,5,945,26,2
360,1,5,1058,26,2
360,1,5,2454,26,2
360,1,5,2560,26,2
360,1,5,1697,26,2
360,1,5,65,26,2
360,1,5,107,26,2
360,1,5,111,26,2
360,1,5,118,26,2
360,1,5,113,26,2
360,1,5,105,26,2
361,4,5,351,26,2
361,4,5,1137,26,2
361,4,5,113,26,2
361,2,5,351,26,2
361,2,5,1137,26,2
361,2,5,113,26,2
361,3,5,351,26,2
361,3,5,1137,26,2
361,3,5,113,26,2
361,1,5,351,26,2
361,1,5,1137,26,2
361,1,5,113,26,2
362,4,6,674,26,2
362,4,6,4476,26,2
362,4,6,113,26,2
363,4,6,2439,26,2
363,4,6,681,26,2
363,4,6,673,26,2
363,4,6,730,26,2
363,4,6,1859,26,2
363,4,6,113,26,2
363,1,6,2439,26,2
363,1,6,681,26,2
363,1,6,673,26,2
363,1,6,730,26,2
363,1,6,1859,26,2
363,1,6,113,26,2
364,6,6,1442,26,2
364,6,6,4469,26,2
364,6,6,646,26,2
364,6,6,673,26,2
364,6,6,668,26,2
364,6,6,1841,26,2
364,6,6,4470,26,2
364,6,6,113,26,2
364,1,6,1442,26,2
364,1,6,4469,26,2
364,1,6,646,26,2
364,1,6,673,26,2
364,1,6,668,26,2
364,1,6,1841,26,2
364,1,6,4470,26,2
364,1,6,113,26,2
365,4,6,1058,26,2
365,4,6,1104,26,2
365,4,6,1697,26,2
365,4,6,108,26,2
365,3,6,1058,26,2
365,3,6,1104,26,2
365,3,6,1697,26,2
365,3,6,108,26,2
365,1,6,1058,26,2
365,1,6,1104,26,2
365,1,6,1697,26,2
365,1,6,108,26,2
366,2,6,466,26,2
366,2,6,2388,26,2
366,2,6,1923,26,2
366,2,6,760,26,2
366,2,6,1725,26,2
366,2,6,113,26,2
366,3,6,466,26,2
366,3,6,2388,26,2
366,3,6,1923,26,2
366,3,6,760,26,2
366,3,6,1725,26,2
366,3,6,113,26,2
366,1,6,466,26,2
366,1,6,2388,26,2
366,1,6,1923,26,2
366,1,6,760,26,2
366,1,6,1725,26,2
366,1,6,113,26,2
367,4,7,646,26,2
367,4,7,676,26,2
367,4,7,653,26,2
367,4,7,673,26,2
367,4,7,113,26,2
367,1,7,646,26,2
367,1,7,676,26,2
367,1,7,653,26,2
367,1,7,673,26,2
367,1,7,113,26,2
368,4,7,610,26,2
368,4,7,1683,26,2
368,4,7,106,26,2
368,2,7,610,26,2
368,2,7,1683,26,2
368,2,7,106,26,2
369,2,7,4472,26,2
369,2,7,4471,26,2
369,2,7,4473,26,2
369,2,7,4477,26,2
369,2,7,107,26,2
369,2,7,108,26,2
369,2,7,113,26,2
369,1,7,4472,26,2
369,1,7,4471,26,2
369,1,7,4473,26,2
369,1,7,4477,26,2
369,1,7,107,26,2
369,1,7,108,26,2
369,1,7,113,26,2
370,2,7,2720,26,2
370,2,7,373,26,2
370,2,7,646,26,2
370,2,7,1631,26,2
370,2,7,108,26,2
370,2,7,111,26,2
370,2,7,113,26,2
370,6,7,2720,26,2
370,6,7,373,26,2
370,6,7,646,26,2
370,6,7,1631,26,2
370,6,7,108,26,2
370,6,7,111,26,2
370,6,7,113,26,2
370,1,7,2720,26,2
370,1,7,373,26,2
370,1,7,646,26,2
370,1,7,1631,26,2
370,1,7,108,26,2
370,1,7,111,26,2
370,1,7,113,26,2
371,2,7,1419,26,2
371,2,7,1506,26,2
371,2,7,717,26,2
371,2,7,4122,26,2
371,2,7,4547,26,2
371,2,7,650,26,2
371,2,7,1972,26,2
371,2,7,1909,26,2
371,2,7,113,26,2
371,1,7,1419,26,2
371,1,7,1506,26,2
371,1,7,717,26,2
371,1,7,4122,26,2
371,1,7,4547,26,2
371,1,7,650,26,2
371,1,7,1972,26,2
371,1,7,1909,26,2
371,1,7,113,26,2
372,4,8,101,26,2
372,4,8,673,26,2
372,4,8,93,26,2
372,4,8,113,26,2
372,2,8,101,26,2
372,2,8,673,26,2
372,2,8,93,26,2
372,2,8,113,26,2
372,3,8,101,26,2
372,3,8,673,26,2
372,3,8,93,26,2
372,3,8,113,26,2
372,1,8,101,26,2
372,1,8,673,26,2
372,1,8,93,26,2
372,1,8,113,26,2
373,4,8,297,26,2
373,4,8,534,26,2
373,4,8,1665,26,2
373,4,8,2298,26,2
373,4,8,1878,26,2
373,4,8,113,26,2
373,2,8,297,26,2
373,2,8,534,26,2
373,2,8,1665,26,2
373,2,8,2298,26,2
373,2,8,1878,26,2
373,2,8,113,26,2
373,3,8,297,26,2
373,3,8,534,26,2
373,3,8,1665,26,2
373,3,8,2298,26,2
373,3,8,1878,26,2
373,3,8,113,26,2
373,1,8,297,26,2
373,1,8,534,26,2
373,1,8,1665,26,2
373,1,8,2298,26,2
373,1,8,1878,26,2
373,1,8,113,26,2
374,4,8,346,26,2
374,4,8,113,26,2
374,2,8,346,26,2
374,2,8,113,26,2
374,3,8,346,26,2
374,3,8,113,26,2
374,1,8,346,26,2
374,1,8,113,26,2
375,3,8,697,26,2
375,3,8,650,26,2
375,3,8,113,26,2
375,1,8,697,26,2
375,1,8,650,26,2
375,1,8,113,26,2
376,4,8,294,26,2
376,4,8,650,26,2
376,4,8,1859,26,2
376,4,8,113,26,2
376,2,8,294,26,2
376,2,8,650,26,2
376,2,8,1859,26,2
376,2,8,113,26,2
376,3,8,294,26,2
376,3,8,650,26,2
376,3,8,1859,26,2
376,3,8,113,26,2
376,1,8,294,26,2
376,1,8,650,26,2
376,1,8,1859,26,2
376,1,8,113,26,2
377,4,9,598,26,2
377,4,9,2408,26,2
377,4,9,903,26,2
377,4,9,115,26,2
377,4,9,112,26,2
377,4,9,113,26,2
377,2,9,598,26,2
377,2,9,2408,26,2
377,2,9,903,26,2
377,2,9,115,26,2
377,2,9,112,26,2
377,2,9,113,26,2
378,4,9,830,26,2
378,4,9,2408,26,2
378,4,9,1841,26,2
378,4,9,1906,26,2
378,4,9,107,26,2
378,4,9,115,26,2
378,4,9,112,26,2
378,4,9,118,26,2
378,4,9,113,26,2
378,2,9,830,26,2
378,2,9,2408,26,2
378,2,9,1841,26,2
378,2,9,1906,26,2
378,2,9,107,26,2
378,2,9,115,26,2
378,2,9,112,26,2
378,2,9,118,26,2
378,2,9,113,26,2
379,4,9,2484,26,2
379,4,9,317,26,2
379,4,9,2382,26,2
379,4,9,399,26,2
379,4,9,349,26,2
379,4,9,2343,26,2
379,4,9,983,26,2
379,4,9,674,26,2
379,4,9,598,26,2
379,4,9,119,26,2
379,4,9,113,26,2
379,2,9,2484,26,2
379,2,9,317,26,2
379,2,9,2382,26,2
379,2,9,399,26,2
379,2,9,349,26,2
379,2,9,2343,26,2
379,2,9,983,26,2
379,2,9,674,26,2
379,2,9,598,26,2
379,2,9,119,26,2
379,2,9,113,26,2
380,4,9,1796,26,2
380,4,9,1952,26,2
380,4,9,646,26,2
380,4,9,679,26,2
380,4,9,1614,26,2
380,4,9,674,26,2
380,4,9,115,26,2
380,2,9,1796,26,2
380,2,9,1952,26,2
380,2,9,646,26,2
380,2,9,679,26,2
380,2,9,1614,26,2
380,2,9,674,26,2
380,2,9,115,26,2
380,6,9,1796,26,2
380,6,9,1952,26,2
380,6,9,646,26,2
380,6,9,679,26,2
380,6,9,1614,26,2
380,6,9,674,26,2
380,6,9,115,26,2
380,1,9,1796,26,2
380,1,9,1952,26,2
380,1,9,646,26,2
380,1,9,679,26,2
380,1,9,1614,26,2
380,1,9,674,26,2
380,1,9,115,26,2
381,2,9,140,26,2
381,2,9,1382,26,2
381,2,9,552,26,2
381,2,9,115,26,2
381,2,9,112,26,2
381,6,9,140,26,2
381,6,9,1382,26,2
381,6,9,552,26,2
381,6,9,115,26,2
381,6,9,112,26,2
381,1,9,140,26,2
381,1,9,1382,26,2
381,1,9,552,26,2
381,1,9,115,26,2
381,1,9,112,26,2
382,4,10,65,26,2
382,4,10,1662,26,2
382,4,10,113,26,2
382,4,10,110,26,2
382,4,10,114,26,2
382,2,10,65,26,2
382,2,10,1662,26,2
382,2,10,113,26,2
382,2,10,110,26,2
382,2,10,114,26,2
382,6,10,65,26,2
382,6,10,1662,26,2
382,6,10,113,26,2
382,6,10,110,26,2
382,6,10,114,26,2
382,1,10,65,26,2
382,1,10,1662,26,2
382,1,10,113,26,2
382,1,10,110,26,2
382,1,10,114,26,2
383,4,10,1945,26,2
383,4,10,2299,26,2
383,4,10,106,26,2
383,4,10,119,26,2
383,4,10,113,26,2
383,1,10,1945,26,2
383,1,10,2299,26,2
383,1,10,106,26,2
383,1,10,119,26,2
383,1,10,113,26,2
384,4,10,1847,26,2
384,4,10,2296,26,2
384,4,10,1878,26,2
384,4,10,659,26,2
384,4,10,113,26,2
384,6,10,1847,26,2
384,6,10,2296,26,2
384,6,10,1878,26,2
384,6,10,659,26,2
384,6,10,113,26,2
384,1,10,1847,26,2
384,1,10,2296,26,2
384,1,10,1878,26,2
384,1,10,659,26,2
384,1,10,113,26,2
385,4,10,294,26,2
385,4,10,1256,26,2
385,4,10,99,26,2
385,4,10,146,26,2
385,4,10,79,26,2
385,4,10,93,26,2
385,3,10,294,26,2
385,3,10,1256,26,2
385,3,10,99,26,2
385,3,10,146,26,2
385,3,10,79,26,2
385,3,10,93,26,2
385,1,10,294,26,2
385,1,10,1256,26,2
385,1,10,99,26,2
385,1,10,146,26,2
385,1,10,79,26,2
385,1,10,93,26,2
386,4,10,4574,26,2
386,4,10,82,26,2
386,4,10,1645,26,2
386,4,10,113,26,2
386,3,10,4574,26,2
386,3,10,82,26,2
386,3,10,1645,26,2
386,3,10,113,26,2
386,1,10,4574,26,2
386,1,10,82,26,2
386,1,10,1645,26,2
386,1,10,113,26,2
387,1,26,1905,94,9
387,1,26,1460,94,9
387,1,26,105,94,9
387,1,26,1646,94,9
387,1,26,1088,94,9
387,1,26,1645,94,9
387,1,26,1188,94,9
387,1,26,721,94,9
387,1,26,4521,94,9
387,1,26,112,94,9
387,1,26,4507,94,9
387,1,26,533,94,9
387,1,26,659,94,9
387,1,26,4609,94,9
387,1,26,4610,94,9
387,1,26,4611,94,9
387,1,26,4612,94,9
387,1,26,4613,94,9
387,1,26,110,94,9
387,1,26,4616,94,9
387,1,26,2656,94,9
387,4,26,1905,94,9
387,4,26,1460,94,9
387,4,26,105,94,9
387,4,26,1646,94,9
387,4,26,1088,94,9
387,4,26,1645,94,9
387,4,26,1188,94,9
387,4,26,721,94,9
387,4,26,4521,94,9
387,4,26,112,94,9
387,4,26,4507,94,9
387,4,26,533,94,9
387,4,26,659,94,9
387,4,26,4609,94,9
387,4,26,4610,94,9
387,4,26,4611,94,9
387,4,26,4612,94,9
387,4,26,4613,94,9
387,4,26,110,94,9
387,4,26,4616,94,9
387,4,26,2656,94,9
388,1,26,1656,94,9
388,1,26,2467,94,9
388,1,26,4588,94,9
388,1,26,1805,94,9
388,4,26,1656,94,9
388,4,26,2467,94,9
388,4,26,4588,94,9
388,4,26,1805,94,9
389,1,44,545,145,15
389,1,44,951,145,15
389,1,44,695,145,15
389,1,44,1916,145,15
390,1,43,2715,145,15
390,1,43,464,145,15
390,1,43,959,145,15
391,1,43,2188,145,15
391,1,43,646,145,15
392,1,43,2138,145,15
393,1,42,2320,145,15
393,1,42,2109,145,15
393,1,42,2110,145,15
394,2,26,11,94,9
394,2,26,646,94,9
394,3,26,11,94,9
394,3,26,646,94,9
395,4,26,4194,94,9
395,4,26,4580,94,9
395,2,26,4194,94,9
395,2,26,4580,94,9
396,1,26,960,94,9
396,2,26,960,94,9
396,4,26,960,94,9
397,1,26,1734,94,9
397,4,26,1734,94,9
398,1,26,721,94,9
398,2,26,721,94,9
399,1,26,640,94,9
399,4,26,640,94,9
399,2,26,640,94,9
400,1,26,93,94,9
400,2,26,93,94,9
400,4,26,93,94,9
401,1,29,2400,94,9
401,1,29,498,94,9
401,1,29,300,94,9
401,1,29,201,94,9
401,1,29,491,94,9
401,1,29,487,94,9
401,1,29,517,94,9
401,1,29,4154,94,9
401,1,29,1616,94,9
401,1,29,2142,94,9
401,1,29,2052,94,9
401,1,29,4555,94,9
401,1,29,4556,94,9
401,2,29,2400,94,9
401,2,29,498,94,9
401,2,29,300,94,9
401,2,29,201,94,9
401,2,29,491,94,9
401,2,29,487,94,9
401,2,29,517,94,9
401,2,29,4154,94,9
401,2,29,1616,94,9
401,2,29,2142,94,9
401,2,29,2052,94,9
401,2,29,4555,94,9
401,2,29,4556,94,9
401,3,29,2400,94,9
401,3,29,498,94,9
401,3,29,300,94,9
401,3,29,201,94,9
401,3,29,491,94,9
401,3,29,487,94,9
401,3,29,517,94,9
401,3,29,4154,94,9
401,3,29,1616,94,9
401,3,29,2142,94,9
401,3,29,2052,94,9
401,3,29,4555,94,9
401,3,29,4556,94,9
402,3,30,203,94,9
402,3,30,4591,94,9
402,2,30,203,94,9
402,2,30,4591,94,9
403,2,30,79,94,9
403,2,30,2704,94,9
404,2,47,2370,162,16
405,6,47,1608,162,16
406,4,4,86,9,1
406,1,4,86,9,1
407,4,4,2142,9,1
407,4,4,1373,9,1
407,3,4,2142,9,1
407,3,4,1373,9,1
408,6,68,2315,267,21
408,6,68,647,267,21
409,3,68,1226,267,21
409,2,68,1226,267,21
410,2,68,4520,267,21
410,3,68,4520,267,21
410,6,68,4520,267,21
411,2,69,1227,267,21
411,3,69,1227,267,21
412,3,70,1227,267,21
413,3,70,1228,267,21
414,3,28,627,94,9
415,1,28,4555,94,9
416,3,28,646,94,9
416,3,28,4556,94,9
416,4,28,646,94,9
416,4,28,4556,94,9
417,1,29,646,94,9
417,1,29,11,94,9
417,1,29,728,94,9
417,1,29,1228,94,9
417,2,29,646,94,9
417,2,29,11,94,9
417,2,29,728,94,9
417,2,29,1228,94,9
418,4,26,115,94,9
418,6,26,115,94,9
419,3,26,658,94,9
419,3,26,1228,94,9
420,4,26,649,94,9
420,3,26,649,94,9
420,6,26,649,94,9
421,1,26,617,94,9
421,3,26,617,94,9
421,6,26,617,94,9
422,1,26,4235,94,9
422,2,26,4235,94,9
422,6,26,4235,94,9
423,1,28,4568,94,9
424,2,28,4569,94,9
425,4,28,0,94,9
426,3,12,4133,43,3
427,1,12,619,43,3
428,1,12,659,43,3
428,1,12,673,43,3
428,1,12,4570,43,3
428,3,12,659,43,3
428,3,12,673,43,3
428,3,12,4570,43,3
428,4,12,659,43,3
428,4,12,673,43,3
428,4,12,4570,43,3
429,1,11,528,43,3
429,1,11,2051,43,3
429,4,11,528,43,3
429,4,11,2051,43,3
430,1,11,2257,43,3
430,1,11,257,43,3
430,1,11,4636,43,3
430,3,11,2257,43,3
430,3,11,257,43,3
430,3,11,4636,43,3
431,1,11,2160,43,3
431,3,11,2160,43,3
432,3,11,2061,43,3
433,1,11,148,43,3
433,1,11,195,43,3
433,1,11,736,43,3
433,1,11,1633,43,3
433,1,11,2536,43,3
433,1,11,646,43,3
433,4,11,148,43,3
433,4,11,195,43,3
433,4,11,736,43,3
433,4,11,1633,43,3
433,4,11,2536,43,3
433,4,11,646,43,3
434,2,11,93,43,3
434,2,11,110,43,3
434,2,11,79,43,3
434,2,11,974,43,3
434,2,11,4160,43,3
434,2,11,349,43,3
434,2,11,717,43,3
434,2,11,146,43,3
435,1,12,2725,43,3
435,1,12,93,43,3
435,1,12,4640,43,3
435,3,12,2725,43,3
435,3,12,93,43,3
435,3,12,4640,43,3
435,4,12,2725,43,3
435,4,12,93,43,3
435,4,12,4640,43,3
436,2,12,513,43,3
436,3,12,513,43,3
437,2,12,308,43,3
437,2,12,4535,43,3
437,2,12,1077,43,3
437,2,12,4586,43,3
437,2,12,4622,43,3
438,2,12,413,43,3
438,2,12,2163,43,3
438,2,12,90,43,3
438,2,12,1957,43,3
438,2,12,1958,43,3
438,2,12,694,43,3
438,3,12,413,43,3
438,3,12,2163,43,3
438,3,12,90,43,3
438,3,12,1957,43,3
