fk_id_innovation_info;fk_id_research_phases;fk_id_innovation_stg;fk_id_geo_scopes;fk_id_contrib_crp;fk_id_degree_inno;fk_id_location;fk_id_deliverables_info;fk_id_smo_org_types;fk_id_oics;fk_id_crp;fk_id_innovation_type;fk_id_phases
138;0;4;3;0;0;260;0;0;0;13;2;122
138;0;4;3;0;0;256;0;0;0;13;2;122
139;0;4;2;0;0;172;0;0;0;13;2;122
140;0;4;4;0;0;117;0;0;0;13;2;122
141;0;2;3;0;0;38;0;0;0;13;1;122
141;0;2;3;0;0;52;0;0;0;13;1;122
142;0;2;3;0;0;260;0;0;0;13;1;122
142;0;2;3;0;0;256;0;0;0;13;1;122
143;0;4;3;0;0;66;0;0;0;13;3;122
143;0;4;3;0;0;72;0;0;0;13;3;122
143;0;4;3;0;0;187;0;0;0;13;3;122
143;0;4;3;0;0;260;0;0;0;13;3;122
144;0;4;3;0;0;66;0;0;0;13;3;122
144;0;4;3;0;0;72;0;0;0;13;3;122
144;0;4;3;0;0;83;0;0;0;13;3;122
144;0;4;3;0;0;117;0;0;0;13;3;122
144;0;4;3;0;0;39;0;0;0;13;3;122
144;0;4;3;0;0;267;0;0;0;13;3;122
145;0;3;3;0;0;83;0;0;0;13;2;122
145;0;3;3;0;0;117;0;0;0;13;2;122
145;0;3;3;0;0;187;0;0;0;13;2;122
145;0;3;3;0;0;256;0;0;0;13;2;122
146;0;3;4;0;0;187;0;0;0;13;5;122
147;0;3;4;0;0;256;0;0;0;13;1;122
148;0;4;3;0;0;72;0;0;0;13;3;122
148;0;4;3;0;0;117;0;0;0;13;3;122
148;0;4;3;0;0;135;0;0;0;13;3;122
149;0;4;3;0;0;40;0;0;0;13;1;122
149;0;4;3;0;0;72;0;0;0;13;1;122
149;0;4;3;0;0;117;0;0;0;13;1;122
149;0;4;3;0;0;135;0;0;0;13;1;122
149;0;4;3;0;0;187;0;0;0;13;1;122
149;0;4;3;0;0;207;0;0;0;13;1;122
149;0;4;3;0;0;260;0;0;0;13;1;122
150;0;4;3;0;0;40;0;0;0;13;1;122
150;0;4;3;0;0;72;0;0;0;13;1;122
150;0;4;3;0;0;117;0;0;0;13;1;122
150;0;4;3;0;0;135;0;0;0;13;1;122
150;0;4;3;0;0;187;0;0;0;13;1;122
150;0;4;3;0;0;207;0;0;0;13;1;122
150;0;4;3;0;0;260;0;0;0;13;1;122
151;0;3;3;0;0;117;0;0;0;13;1;122
151;0;3;3;0;0;135;0;0;0;13;1;122
151;0;3;3;0;0;153;0;0;0;13;1;122
151;0;3;3;0;0;260;0;0;0;13;1;122
151;0;3;3;0;0;256;0;0;0;13;1;122
152;0;4;3;0;0;38;0;0;0;13;2;122
152;0;4;3;0;0;61;0;0;0;13;2;122
152;0;4;3;0;0;207;0;0;0;13;2;122
152;0;4;3;0;0;256;0;0;0;13;2;122
132;0;2;4;0;0;66;0;0;0;13;5;122
153;0;3;3;0;0;14;0;0;0;13;2;122
153;0;3;3;0;0;27;0;0;0;13;2;122
153;0;3;3;0;0;26;0;0;0;13;2;122
153;0;3;3;0;0;66;0;0;0;13;2;122
153;0;3;3;0;0;181;0;0;0;13;2;122
153;0;3;3;0;0;198;0;0;0;13;2;122
154;0;3;3;0;0;61;0;0;0;13;2;122
154;0;3;3;0;0;135;0;0;0;13;2;122
154;0;3;3;0;0;187;0;0;0;13;2;122
155;0;2;4;0;0;260;0;0;0;13;2;122
156;0;2;3;0;0;187;0;0;0;13;2;122
156;0;2;3;0;0;260;0;0;0;13;2;122
157;0;3;1;0;0;274;0;0;0;13;4;122
158;0;3;4;0;0;187;0;0;0;13;5;122
159;0;3;4;0;0;40;0;0;0;13;1;122
160;0;2;1;0;0;274;0;0;0;13;5;122
161;0;3;1;0;0;274;0;0;0;13;5;122
162;0;3;1;0;0;274;0;0;0;13;5;122
163;0;3;3;0;0;187;0;0;0;13;2;122
163;0;3;3;0;0;256;0;0;0;13;2;122
164;0;3;3;0;0;187;0;0;0;13;2;122
164;0;3;3;0;0;260;0;0;0;13;2;122
165;0;3;4;0;0;256;0;0;0;13;2;122
166;0;3;2;0;0;174;0;0;0;13;2;122
167;0;3;3;0;0;50;0;0;0;13;2;122
167;0;3;3;0;0;187;0;0;0;13;2;122
167;0;3;3;0;0;260;0;0;0;13;2;122
167;0;3;3;0;0;256;0;0;0;13;2;122
168;0;4;2;0;0;174;0;0;0;13;3;122
169;0;4;2;0;0;174;0;0;0;13;3;122
170;0;3;3;0;0;61;0;0;0;13;2;122
170;0;3;3;0;0;187;0;0;0;13;2;122
170;0;3;3;0;0;272;0;0;0;13;2;122
171;0;3;4;0;0;187;0;0;0;13;2;122
172;0;3;1;0;0;274;0;0;0;13;1;122
173;0;1;2;0;0;173;0;0;0;13;3;122
174;0;3;4;0;0;61;0;0;0;13;3;122
175;0;1;1;0;0;274;0;0;0;13;3;122
176;0;3;3;0;0;66;0;0;0;13;3;122
176;0;3;3;0;0;256;0;0;0;13;3;122
177;0;4;1;0;0;274;0;0;0;13;3;122
178;0;3;3;0;0;38;0;0;0;13;3;122
178;0;3;3;0;0;61;0;0;0;13;3;122
178;0;3;3;0;0;207;0;0;0;13;3;122
179;0;4;1;0;0;274;0;0;0;13;3;122
180;0;2;1;0;0;274;0;0;0;13;3;122
