pk_id_phases;version;date_from;date_to;id;"description";year;upkeep;start_date;end_date;editable;visible;next_phase;global_unit_id
218;1;1900-01-01 00:00:00;2199-12-31 23:59:59;274;"Planning";2020;;2020-01-01 00:00:00;2020-09-01 00:00:00;N;N;287;27
219;1;1900-01-01 00:00:00;2199-12-31 23:59:59;289;"Reporting";2020;;2021-01-01 00:00:00;2021-04-01 00:00:00;N;N;290;27
220;1;1900-01-01 00:00:00;2199-12-31 23:59:59;290;"Planning";2021;;2020-09-01 00:00:00;2020-12-31 00:00:00;N;N;358;27
221;1;1900-01-01 00:00:00;2199-12-31 23:59:59;358;"Planning";2021;;2021-01-01 00:00:00;2021-09-01 00:00:00;N;N;359;27
222;1;1900-01-01 00:00:00;2199-12-31 23:59:59;359;"Reporting";2021;;2022-01-01 00:00:00;2022-04-01 00:00:00;N;N;360;27
223;1;1900-01-01 00:00:00;2199-12-31 23:59:59;360;"Planning";2022;;2021-09-01 00:00:00;2021-12-31 00:00:00;N;N;361;27
224;1;1900-01-01 00:00:00;2199-12-31 23:59:59;361;"Planning";2022;;2022-01-01 00:00:00;2022-09-01 00:00:00;N;N;362;27
225;1;1900-01-01 00:00:00;2199-12-31 23:59:59;362;"Reporting";2022;;2023-01-01 00:00:00;2023-04-01 00:00:00;N;N;;27
226;1;1900-01-01 00:00:00;2199-12-31 23:59:59;275;"Planning";2017;;2018-01-31 00:00:00;2017-11-30 00:00:00;N;Y;276;28
227;1;1900-01-01 00:00:00;2199-12-31 23:59:59;276;"Reporting";2017;;2018-04-01 00:00:00;2018-06-15 00:00:00;N;N;277;28
228;1;1900-01-01 00:00:00;2199-12-31 23:59:59;277;"Planning";2018;;2018-01-01 00:00:00;2018-04-01 00:00:00;N;N;278;28
229;1;1900-01-01 00:00:00;2199-12-31 23:59:59;278;"Planning";2018;;2018-07-01 00:00:00;2018-09-01 00:00:00;N;N;279;28
230;1;1900-01-01 00:00:00;2199-12-31 23:59:59;279;"Reporting";2018;;2019-01-01 00:00:00;2019-04-01 00:00:00;N;N;280;28
231;1;1900-01-01 00:00:00;2199-12-31 23:59:59;280;"Planning";2019;;2018-09-01 00:00:00;2018-12-31 00:00:00;N;N;281;28
232;1;1900-01-01 00:00:00;2199-12-31 23:59:59;281;"Planning";2019;;2019-01-01 00:00:00;2019-09-01 00:00:00;N;N;282;28
233;1;1900-01-01 00:00:00;2199-12-31 23:59:59;282;"Reporting";2019;;2020-01-01 00:00:00;2020-04-01 00:00:00;N;N;283;28
234;1;1900-01-01 00:00:00;2199-12-31 23:59:59;283;"Planning";2020;;2019-09-01 00:00:00;2019-12-31 00:00:00;N;N;284;28
235;1;1900-01-01 00:00:00;2199-12-31 23:59:59;284;"Planning";2020;;2020-01-01 00:00:00;2020-09-01 00:00:00;N;N;291;28
236;1;1900-01-01 00:00:00;2199-12-31 23:59:59;291;"Reporting";2020;;2021-01-01 00:00:00;2021-04-01 00:00:00;N;N;292;28
237;1;1900-01-01 00:00:00;2199-12-31 23:59:59;292;"Planning";2021;;2020-09-01 00:00:00;2020-12-31 00:00:00;N;N;363;28
238;1;1900-01-01 00:00:00;2199-12-31 23:59:59;363;"Planning";2021;;2021-01-01 00:00:00;2021-09-01 00:00:00;N;N;364;28
239;1;1900-01-01 00:00:00;2199-12-31 23:59:59;364;"Reporting";2021;;2022-01-01 00:00:00;2022-04-01 00:00:00;N;N;365;28
240;1;1900-01-01 00:00:00;2199-12-31 23:59:59;365;"Planning";2022;;2021-09-01 00:00:00;2021-12-31 00:00:00;N;N;366;28
241;1;1900-01-01 00:00:00;2199-12-31 23:59:59;366;"Planning";2022;;2022-01-01 00:00:00;2022-09-01 00:00:00;N;N;367;28
242;1;1900-01-01 00:00:00;2199-12-31 23:59:59;367;"Reporting";2022;;2023-01-01 00:00:00;2023-04-01 00:00:00;N;N;;28
243;1;1900-01-01 00:00:00;2199-12-31 23:59:59;173;"Reporting";2016;;2017-01-15 00:00:00;2017-03-15 00:00:00;N;N;174;29
244;1;1900-01-01 00:00:00;2199-12-31 23:59:59;172;"Planning";2017;;2016-10-01 00:00:00;2016-11-30 00:00:00;N;N;173;29
245;1;1900-01-01 00:00:00;2199-12-31 23:59:59;174;"Reporting";2017;;2018-04-01 00:00:00;2018-06-15 00:00:00;N;N;175;29
246;1;1900-01-01 00:00:00;2199-12-31 23:59:59;175;"Planning";2018;;2018-01-01 00:00:00;2018-04-01 00:00:00;Y;Y;176;29
247;1;1900-01-01 00:00:00;2199-12-31 23:59:59;176;"Planning";2018;;2018-07-01 00:00:00;2018-09-01 00:00:00;N;N;177;29
248;1;1900-01-01 00:00:00;2199-12-31 23:59:59;177;"Reporting";2018;;2019-01-01 00:00:00;2019-04-01 00:00:00;N;N;178;29
249;1;1900-01-01 00:00:00;2199-12-31 23:59:59;178;"Planning";2019;;2018-09-01 00:00:00;2018-12-31 00:00:00;N;N;179;29
250;1;1900-01-01 00:00:00;2199-12-31 23:59:59;179;"Planning";2019;;2019-01-01 00:00:00;2019-09-01 00:00:00;N;N;180;29
251;1;1900-01-01 00:00:00;2199-12-31 23:59:59;180;"Reporting";2019;;2020-01-01 00:00:00;2020-04-01 00:00:00;N;N;181;29
252;1;1900-01-01 00:00:00;2199-12-31 23:59:59;181;"Planning";2020;;2019-09-01 00:00:00;2019-12-31 00:00:00;N;N;182;29
253;1;1900-01-01 00:00:00;2199-12-31 23:59:59;182;"Planning";2020;;2020-01-01 00:00:00;2020-09-01 00:00:00;N;N;183;29
254;1;1900-01-01 00:00:00;2199-12-31 23:59:59;183;"Reporting";2020;;2021-01-01 00:00:00;2021-04-01 00:00:00;N;N;184;29
255;1;1900-01-01 00:00:00;2199-12-31 23:59:59;184;"Planning";2021;;2020-09-01 00:00:00;2020-12-31 00:00:00;N;N;343;29
256;1;1900-01-01 00:00:00;2199-12-31 23:59:59;343;"Planning";2021;;2021-01-01 00:00:00;2021-09-01 00:00:00;N;N;344;29
257;1;1900-01-01 00:00:00;2199-12-31 23:59:59;344;"Reporting";2021;;2022-01-01 00:00:00;2022-04-01 00:00:00;N;N;345;29
258;1;1900-01-01 00:00:00;2199-12-31 23:59:59;345;"Planning";2022;;2021-09-01 00:00:00;2021-12-31 00:00:00;N;N;346;29
259;1;1900-01-01 00:00:00;2199-12-31 23:59:59;346;"Planning";2022;;2022-01-01 00:00:00;2022-09-01 00:00:00;N;N;347;29
260;1;1900-01-01 00:00:00;2199-12-31 23:59:59;347;"Reporting";2022;;2023-01-01 00:00:00;2023-04-01 00:00:00;N;N;;29
